941;Virvoitusjuoma, kolajuoma light, osittain keinotekoisesti makeutettu;FI
942;Kermalik%oe%%oe%ri, 15-17 til% alkoholia;FI
943;Tuoremehucampari, katkerodrinkki;FI
944;Irish coffee kahvijuoma, 8 til%;FI
945;Viinigl%oe%gi;FI
946;T%ae%rkkelyssiirappi, glukoosisiirappi;FI
947;Bloody mary tomaattimehuvodka;FI
948;Rommikola;FI
949;Screwdriver, tuoremehuvodka;FI
950;Gin tonic, 4 til%;FI
951;Tom collins ginidrinkki;FI
952;Dry martini ginidrinkki;FI
953;Munatoti;FI
1000;Ruisvelli, vesi, ruisjauho, suolaa;FI
1001;Ruisvelli, mehu, ruisjauho, suolaa;FI
1002;Ruispuuro, vesi, ruisjauho, suolaa;FI
1003;Ruispuuro, maito, ruisjauho, suolaa;FI
1005;Ruis-perunapuuro, vesi, suolaa;FI
1006;Ruis-marjapuuro, vesi, puolukka, sokeri, suola;FI
1007;Ruispuuro, ruisjauho, puolukka, sokeriton, suolaa;FI
1009;Ruisleip%ae%, perinteinen, vesi, t%ae%ysjyv%ae%ruisjauho;FI
1011;Sekaleip%ae%, hapanimel%ae%leip%ae%, piim%ae%, vehn%ae%-, ruisjauho;FI
1013;Karjalanpiirakka, perinteinen, voideltu, riisi, ruisvehn%ae%kuori;FI
1014;Perunapiirakka, ruiskuori;FI
1015;Marjapiirakka, rukiinen, marjasurvos, ruiskuori;FI
1017;Keitinpiirakka, riisi, muna, ruiskuori, sulhaspiirakka;FI
1022;Leip%ae%puuro, vesi, puolukka, mannasuurimo, ruisleip%ae%, sokeria, suolaa;FI
1023;M%ae%mmi;FI
1025;Ruisvelli, maito, ruishiutale, suolaa;FI
1026;Ruispuuro, vesi, ruishiutale, suolaa;FI
1027;Ruispuuro, maito, ruishiutale, suolaa;FI
1028;Nelj%ae%nviljanvelli, maito, suolaa;FI
1030;Nelj%ae%nviljanpuuro, maito, suolaa;FI
1031;Vehn%ae%tortilla, burrito, wrap, kasvist%ae%yte;FI
1032;Kruskapuuro, rouhepuuro, rusina, vesi, suolaa;FI
1033;Vehn%ae%tortilla, burrito, wrap, jauhelihat%ae%yte;FI
1035;Vehn%ae%tortilla, burrito, wrap, broilerit%ae%yte;FI
1036;Ruisleip%ae%, ruista 51%;FI
1056;Vaalea leip%ae%, pitaleip%ae%;FI
1100;Vehn%ae%velli, maito, vehn%ae%jauho, sokeria, suolaa;FI
1101;Munavelli, maito, sokeria, suolaa;FI
1104;Vehn%ae%puuro, kevytmaito, vehn%ae%jauho, sokeria, suolaa;FI
1107;Vaalea leip%ae%, ranskanleip%ae%, kevytmaito, vehn%ae%jauho;FI
1108;Vaalea leip%ae%, vehn%ae%s%ae%mpyl%ae%, kevytmaito;FI
1111;Sekaleip%ae%, rieska, kevytmaito, vehn%ae%-, ruisjauho;FI
1132;Viineri, kevytmaito, runsasrasvainen, rasvaa 20 %;FI
1139;Munkki, kevytmaito, kotitekoinen;FI
1150;Sokeririnkeli, kevytmaito;FI
